ORDERNUMBER;SALES;STATUS;MONTH_ID;YEAR_ID;PRODUCTLINE;CUSTOMERNAME;CITY;COUNTRY;CONTACTLASTNAME;CONTACTFIRSTNAME;DEALSIZE
10333;3273.93;Shipped;11;2004;Trucks and Buses;Mini Wheels Co.;San Francisco;USA;Murphy;Julie;Medium
10347;3586.43;Shipped;11;2004;Trucks and Buses;Australian Collectors, Co.;Melbourne;Australia;Ferguson;Peter;Medium
10357;5960.36;Shipped;12;2004;Trucks and Buses;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Medium
10370;8470.14;Shipped;1;2005;Trucks and Buses;Anna's Decorations, Ltd;North Sydney;Australia;O'Hara;Anna;Large
10381;2952;Shipped;2;2005;Trucks and Buses;Corporate Gift Ideas Co.;San Francisco;USA;Brown;Julie;Small
10391;2464.8;Shipped;3;2005;Trucks and Buses;Anna's Decorations, Ltd;North Sydney;Australia;O'Hara;Anna;Small
10411;6232;Shipped;5;2005;Trucks and Buses;Quebec Home Shopping Network;Montreal;Canada;Fresnisre;Jean;Medium
10424;7969.36;In Process;5;2005;Trucks and Buses;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Large
10107;3036.6;Shipped;2;2003;Motorcycles;Land of Toys Inc.;NYC;USA;Yu;Kwai;Medium
10121;8284;Shipped;5;2003;Motorcycles;Reims Collectables;Reims;France;Henriot;Paul;Large
10134;2711.2;Shipped;7;2003;Motorcycles;Lyon Souveniers;Paris;France;Da Cunha;Daniel;Small
10145;8339.8;Shipped;8;2003;Motorcycles;Toys4GrownUps.com;Pasadena;USA;Young;Julie;Large
10159;6238.84;Shipped;10;2003;Motorcycles;Corporate Gift Ideas Co.;San Francisco;USA;Brown;Julie;Medium
10169;4639.25;Shipped;11;2003;Motorcycles;Anna's Decorations, Ltd;North Sydney;Australia;O'Hara;Anna;Medium
10180;6747.6;Shipped;11;2003;Motorcycles;Daedalus Designs Imports;Lille;France;Rance;Martine;Medium
10189;4512.48;Shipped;11;2003;Motorcycles;Toys4GrownUps.com;Pasadena;USA;Young;Julie;Medium
10201;4029;Shipped;12;2003;Motorcycles;Mini Wheels Co.;San Francisco;USA;Murphy;Julie;Medium
10211;4771.8;Shipped;1;2004;Motorcycles;Auto Canal Petit;Paris;France;Perrier;Dominique;Medium
10224;6087.94;Shipped;2;2004;Motorcycles;Daedalus Designs Imports;Lille;France;Rance;Martine;Medium
10237;4193.28;Shipped;4;2004;Motorcycles;Vitachrome Inc.;NYC;USA;Frick;Michael;Medium
10251;7552.28;Shipped;5;2004;Motorcycles;Tekni Collectables Inc.;Newark;USA;Brown;William;Large
10263;6434.4;Shipped;6;2004;Motorcycles;Gift Depot Inc.;Bridgewater;USA;King;Julie;Medium
10276;5181.5;Shipped;8;2004;Motorcycles;Online Mini Collectables;Brickhaven;USA;Barajas;Miguel;Medium
10285;6863.92;Shipped;8;2004;Motorcycles;Marta's Replicas Co.;Cambridge;USA;Hernandez;Marta;Medium
10299;4157.04;Shipped;9;2004;Motorcycles;Toys of Finland, Co.;Helsinki;Finland;Karttunen;Matti;Medium
10309;4660.24;Shipped;10;2004;Motorcycles;Baane Mini Imports;Stavern;Norway;Bergulfsen;Jonas;Medium
10319;4111.8;Shipped;11;2004;Motorcycles;Microscale Inc.;NYC;USA;Kuo;Kee;Medium
10329;3542.64;Shipped;11;2004;Motorcycles;Land of Toys Inc.;NYC;USA;Yu;Kwai;Medium
10341;8118.55;Shipped;11;2004;Motorcycles;Salzburg Collectables;Salzburg;Austria;Pipps;Georg;Large
10362;3877.06;Shipped;1;2005;Motorcycles;Technics Stores Inc.;Burlingame;USA;Hirano;Juri;Medium
10375;3867.08;Shipped;2;2005;Motorcycles;La Rochelle Gifts;Nantes;France;Labrune;Janine;Medium
10388;5951.44;Shipped;3;2005;Motorcycles;FunGiftIdeas.com;New Bedford;USA;Benitez;Violeta;Medium
10403;8648.64;Shipped;4;2005;Motorcycles;UK Collectables, Ltd.;Liverpool;UK;Devon;Elizabeth;Large
10417;3447.78;Disputed;5;2005;Motorcycles;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Medium
10104;5958.5;Shipped;1;2003;Classic Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Medium
10117;5911.64;Shipped;4;2003;Classic Cars;Dragon Souveniers, Ltd.;Singapore;Singapore;Natividad;Eric;Medium
10127;7366.44;Shipped;6;2003;Classic Cars;Muscle Machine Inc;NYC;USA;Young;Jeff;Large
10142;4985.64;Shipped;8;2003;Classic Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Medium
10153;5393.64;Shipped;9;2003;Classic Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Medium
10165;4880.02;Shipped;10;2003;Classic Cars;Dragon Souveniers, Ltd.;Singapore;Singapore;Natividad;Eric;Medium
10176;8378.69;Shipped;11;2003;Classic Cars;L'ordine Souveniers;Reggio Emilia;Italy;Moroni;Maurizio;Large
10185;4038.21;Shipped;11;2003;Classic Cars;Mini Creations Ltd.;New Bedford;USA;Tam;Wing C;Medium
10196;3807.12;Shipped;11;2003;Classic Cars;Super Scale Inc.;New Haven;USA;Murphy;Leslie;Medium
10208;3142.36;Shipped;1;2004;Classic Cars;Saveley & Henriot, Co.;Lyon;France;Saveley;Mary;Medium
10220;4713.6;Shipped;2;2004;Classic Cars;Clover Collections, Co.;Dublin;Ireland;Cassidy;Dean;Medium
10230;7016.31;Shipped;3;2004;Classic Cars;Blauer See Auto, Co.;Frankfurt;Germany;Keitel;Roland;Large
10247;4381.25;Shipped;5;2004;Classic Cars;Suominen Souveniers;Espoo;Finland;Suominen;Kalle;Medium
10272;4283.01;Shipped;7;2004;Classic Cars;Diecast Classics Inc.;Allentown;USA;Yu;Kyung;Medium
10282;4364.82;Shipped;8;2004;Classic Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Medium
10293;4242.24;Shipped;9;2004;Classic Cars;Amica Models & Co.;Torino;Italy;Accorti;Paolo;Medium
10306;4982.7;Shipped;10;2004;Classic Cars;AV Stores, Co.;Manchester;UK;Ashworth;Victoria;Medium
10314;6393.54;Shipped;10;2004;Classic Cars;Heintze Collectables;Aaarhus;Denmark;Ibsen;Palle;Medium
10324;1466.91;Shipped;11;2004;Classic Cars;Vitachrome Inc.;NYC;USA;Frick;Michael;Small
10336;4059.33;Shipped;11;2004;Classic Cars;La Corne D'abondance, Co.;Paris;France;Bertrand;Marie;Medium
10348;4801.52;Shipped;11;2004;Classic Cars;Corrida Auto Replicas, Ltd;Madrid;Spain;Sommer;Mart¡n;Medium
10358;2711.66;Shipped;12;2004;Classic Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Small
10372;5862;Shipped;1;2005;Classic Cars;Tokyo Collectables, Ltd;Minato-ku;Japan;Shimamura;Akiko;Medium
10382;4071.85;Shipped;2;2005;Classic Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Medium
10413;8236.75;Shipped;5;2005;Classic Cars;Gift Depot Inc.;Bridgewater;USA;King;Julie;Large
10108;6130.35;Shipped;3;2003;Classic Cars;Cruz & Sons Co.;Makati City;Philippines;Cruz;Arnold;Medium
10122;3693.34;Shipped;5;2003;Classic Cars;Marseille Mini Autos;Marseille;France;Lebihan;Laurence;Medium
10135;6031.68;Shipped;7;2003;Classic Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Medium
10147;3494.94;Shipped;9;2003;Classic Cars;Collectables For Less Inc.;Brickhaven;USA;Nelson;Allen;Medium
10160;5294.14;Shipped;10;2003;Classic Cars;Men 'R' US Retailers, Ltd.;Los Angeles;USA;Chandler;Michael;Medium
10170;5464.69;Shipped;11;2003;Classic Cars;Mini Auto Werke;Graz;Austria;Mendel;Roland;Medium
10181;2860.76;Shipped;11;2003;Classic Cars;Herkku Gifts;Bergen;Norway;Oeztan;Veysel;Small
10191;5590;Shipped;11;2003;Classic Cars;Toms Spezialitten, Ltd;Koln;Germany;Pfalzheim;Henriette;Medium
10203;2254.8;Shipped;12;2003;Classic Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Small
10212;4946.76;Shipped;1;2004;Classic Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Medium
10225;2495.5;Shipped;2;2004;Classic Cars;Vida Sport, Ltd;Gensve;Switzerland;Holz;Michael;Small
10238;3167.38;Shipped;4;2004;Classic Cars;Danish Wholesale Imports;Kobenhavn;Denmark;Petersen;Jytte;Medium
10253;2402.84;Cancelled;6;2004;Classic Cars;UK Collectables, Ltd.;Liverpool;UK;Devon;Elizabeth;Small
10266;2454.54;Shipped;7;2004;Classic Cars;L'ordine Souveniers;Reggio Emilia;Italy;Moroni;Maurizio;Small
10276;5464.69;Shipped;8;2004;Classic Cars;Online Mini Collectables;Brickhaven;USA;Barajas;Miguel;Medium
10287;4756.5;Shipped;8;2004;Classic Cars;Vida Sport, Ltd;Gensve;Switzerland;Holz;Michael;Medium
10300;3984.6;Shipped;10;2003;Classic Cars;Blauer See Auto, Co.;Frankfurt;Germany;Keitel;Roland;Medium
10310;3100.32;Shipped;10;2004;Classic Cars;Toms Spezialitten, Ltd;Koln;Germany;Pfalzheim;Henriette;Medium
10320;4850.3;Shipped;11;2004;Classic Cars;Volvo Model Replicas, Co;Lule;Sweden;Berglund;Christina;Medium
10329;3846.98;Shipped;11;2004;Classic Cars;Land of Toys Inc.;NYC;USA;Yu;Kwai;Medium
10341;4220.92;Shipped;11;2004;Classic Cars;Salzburg Collectables;Salzburg;Austria;Pipps;Georg;Medium
10363;3288.82;Shipped;1;2005;Classic Cars;Suominen Souveniers;Espoo;Finland;Suominen;Kalle;Medium
10376;3987.2;Shipped;2;2005;Classic Cars;Boards & Toys Co.;Glendale;USA;Young;Leslie;Medium
10389;1809.5;Shipped;3;2005;Classic Cars;Scandinavian Gift Ideas;Boras;Sweden;Larsson;Maria;Small
10419;1092.2;Shipped;5;2005;Classic Cars;Salzburg Collectables;Salzburg;Austria;Pipps;Georg;Small
10105;4566.05;Shipped;2;2003;Classic Cars;Danish Wholesale Imports;Kobenhavn;Denmark;Petersen;Jytte;Medium
10117;5938.14;Shipped;4;2003;Classic Cars;Dragon Souveniers, Ltd.;Singapore;Singapore;Natividad;Eric;Medium
10127;8138.76;Shipped;6;2003;Classic Cars;Muscle Machine Inc;NYC;USA;Young;Jeff;Large
10142;9470.94;Shipped;8;2003;Classic Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Large
10153;7036.89;Shipped;9;2003;Classic Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Large
10165;5559.03;Shipped;10;2003;Classic Cars;Dragon Souveniers, Ltd.;Singapore;Singapore;Natividad;Eric;Medium
10176;7872.5;Shipped;11;2003;Classic Cars;L'ordine Souveniers;Reggio Emilia;Italy;Moroni;Maurizio;Large
10185;7886.2;Shipped;11;2003;Classic Cars;Mini Creations Ltd.;New Bedford;USA;Tam;Wing C;Large
10196;7232.16;Shipped;11;2003;Classic Cars;Super Scale Inc.;New Haven;USA;Murphy;Leslie;Large
10208;3114.4;Shipped;1;2004;Classic Cars;Saveley & Henriot, Co.;Lyon;France;Saveley;Mary;Medium
10220;5045.22;Shipped;2;2004;Classic Cars;Clover Collections, Co.;Dublin;Ireland;Cassidy;Dean;Medium
10231;6952.12;Shipped;3;2004;Classic Cars;CAF Imports;Madrid;Spain;Fernandez;Jesus;Medium
10247;4157.73;Shipped;5;2004;Classic Cars;Suominen Souveniers;Espoo;Finland;Suominen;Kalle;Medium
10272;7962.24;Shipped;7;2004;Classic Cars;Diecast Classics Inc.;Allentown;USA;Yu;Kyung;Large
10282;3778.8;Shipped;8;2004;Classic Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Medium
10293;8253;Shipped;9;2004;Classic Cars;Amica Models & Co.;Torino;Italy;Accorti;Paolo;Large
10306;3633.4;Shipped;10;2004;Classic Cars;AV Stores, Co.;Manchester;UK;Ashworth;Victoria;Medium
10314;6913.8;Shipped;10;2004;Classic Cars;Heintze Collectables;Aaarhus;Denmark;Ibsen;Palle;Medium
10325;2583.6;Shipped;11;2004;Classic Cars;Baane Mini Imports;Stavern;Norway;Bergulfsen;Jonas;Small
10336;3105.62;Shipped;11;2004;Classic Cars;La Corne D'abondance, Co.;Paris;France;Bertrand;Marie;Medium
10349;4408.56;Shipped;12;2004;Classic Cars;Muscle Machine Inc;NYC;USA;Young;Jeff;Medium
10359;3042.41;Shipped;12;2004;Classic Cars;Reims Collectables;Reims;France;Henriot;Paul;Medium
10372;5941.5;Shipped;1;2005;Classic Cars;Tokyo Collectables, Ltd;Minato-ku;Japan;Shimamura;Akiko;Medium
10382;3241.9;Shipped;2;2005;Classic Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Medium
10396;6109.29;Shipped;3;2005;Classic Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Medium
10413;3387.78;Shipped;5;2005;Classic Cars;Gift Depot Inc.;Bridgewater;USA;King;Julie;Medium
10108;3485.82;Shipped;3;2003;Classic Cars;Cruz & Sons Co.;Makati City;Philippines;Cruz;Arnold;Medium
10122;2042.88;Shipped;5;2003;Classic Cars;Marseille Mini Autos;Marseille;France;Lebihan;Laurence;Small
10135;1800.24;Shipped;7;2003;Classic Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Small
10147;1340.64;Shipped;9;2003;Classic Cars;Collectables For Less Inc.;Brickhaven;USA;Nelson;Allen;Small
10159;1762.08;Shipped;10;2003;Classic Cars;Corporate Gift Ideas Co.;San Francisco;USA;Brown;Julie;Small
10169;2298.24;Shipped;11;2003;Classic Cars;Anna's Decorations, Ltd;North Sydney;Australia;O'Hara;Anna;Small
10181;1628;Shipped;11;2003;Classic Cars;Herkku Gifts;Bergen;Norway;Oeztan;Veysel;Small
10191;1939.2;Shipped;11;2003;Classic Cars;Toms Spezialitten, Ltd;Koln;Germany;Pfalzheim;Henriette;Small
10203;3651.56;Shipped;12;2003;Classic Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Medium
10211;2591.96;Shipped;1;2004;Classic Cars;Auto Canal Petit;Paris;France;Perrier;Dominique;Small
10225;2864.17;Shipped;2;2004;Classic Cars;Vida Sport, Ltd;Gensve;Switzerland;Holz;Michael;Small
10238;1484.2;Shipped;4;2004;Classic Cars;Danish Wholesale Imports;Kobenhavn;Denmark;Petersen;Jytte;Small
10253;2254.25;Cancelled;6;2004;Classic Cars;UK Collectables, Ltd.;Liverpool;UK;Devon;Elizabeth;Small
10266;2681.35;Shipped;7;2004;Classic Cars;L'ordine Souveniers;Reggio Emilia;Italy;Moroni;Maurizio;Small
10276;3184.02;Shipped;8;2004;Classic Cars;Online Mini Collectables;Brickhaven;USA;Barajas;Miguel;Medium
10287;2846.63;Shipped;8;2004;Classic Cars;Vida Sport, Ltd;Gensve;Switzerland;Holz;Michael;Small
10300;1685.42;Shipped;10;2003;Classic Cars;Blauer See Auto, Co.;Frankfurt;Germany;Keitel;Roland;Small
10310;3988.6;Shipped;10;2004;Classic Cars;Toms Spezialitten, Ltd;Koln;Germany;Pfalzheim;Henriette;Medium
10320;2789.96;Shipped;11;2004;Classic Cars;Volvo Model Replicas, Co;Lule;Sweden;Berglund;Christina;Small
10329;3607.56;Shipped;11;2004;Classic Cars;Land of Toys Inc.;NYC;USA;Yu;Kwai;Medium
10341;3368.16;Shipped;11;2004;Classic Cars;Salzburg Collectables;Salzburg;Austria;Pipps;Georg;Medium
10363;2775.08;Shipped;1;2005;Classic Cars;Suominen Souveniers;Espoo;Finland;Suominen;Kalle;Small
10377;1627.92;Shipped;2;2005;Classic Cars;Toys of Finland, Co.;Helsinki;Finland;Karttunen;Matti;Small
10389;2529.36;Shipped;3;2005;Classic Cars;Scandinavian Gift Ideas;Boras;Sweden;Larsson;Maria;Small
10419;3065.78;Shipped;5;2005;Classic Cars;Salzburg Collectables;Salzburg;Austria;Pipps;Georg;Medium
10104;4615.78;Shipped;1;2003;Trucks and Buses;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Medium
10115;5723.78;Shipped;4;2003;Trucks and Buses;Classic Legends Inc.;NYC;USA;Hernandez;Maria;Medium
10127;2559.6;Shipped;6;2003;Trucks and Buses;Muscle Machine Inc;NYC;USA;Young;Jeff;Small
10141;2140.11;Shipped;8;2003;Trucks and Buses;Suominen Souveniers;Espoo;Finland;Suominen;Kalle;Small
10151;3327.6;Shipped;9;2003;Trucks and Buses;Oulu Toy Supplies, Inc.;Oulu;Finland;Koskitalo;Pirkko;Medium
10165;6825.6;Shipped;10;2003;Trucks and Buses;Dragon Souveniers, Ltd.;Singapore;Singapore;Natividad;Eric;Medium
10175;3543.28;Shipped;11;2003;Trucks and Buses;Stylish Desk Decors, Co.;London;UK;Brown;Ann;Medium
10184;4516.22;Shipped;11;2003;Trucks and Buses;Iberia Gift Imports, Corp.;Sevilla;Spain;Roel;Jose Pedro;Medium
10195;6445.46;Shipped;11;2003;Trucks and Buses;Mini Classics;White Plains;USA;Frick;Steve;Medium
10207;3384.36;Shipped;12;2003;Trucks and Buses;Diecast Collectables;Boston;USA;Franco;Valarie;Medium
10219;4891.68;Shipped;2;2004;Trucks and Buses;Signal Collectibles Ltd.;Brisbane;USA;Taylor;Sue;Medium
10229;4521.96;Shipped;3;2004;Trucks and Buses;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Medium
10246;5069.66;Shipped;5;2004;Trucks and Buses;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Medium
10259;6541.2;Shipped;6;2004;Trucks and Buses;Handji Gifts& Co;Singapore;Singapore;Victorino;Wendy;Medium
10271;3012.27;Shipped;7;2004;Trucks and Buses;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Medium
10281;5247.18;Shipped;8;2004;Trucks and Buses;Diecast Classics Inc.;Allentown;USA;Yu;Kyung;Medium
10292;2214.87;Shipped;9;2004;Trucks and Buses;Land of Toys Inc.;NYC;USA;Yu;Kwai;Small
10305;4773.18;Shipped;10;2004;Trucks and Buses;Marta's Replicas Co.;Cambridge;USA;Hernandez;Marta;Medium
10314;6185.7;Shipped;10;2004;Trucks and Buses;Heintze Collectables;Aaarhus;Denmark;Ibsen;Palle;Medium
10324;1517.88;Shipped;11;2004;Trucks and Buses;Vitachrome Inc.;NYC;USA;Frick;Michael;Small
10336;6372.6;Shipped;11;2004;Trucks and Buses;La Corne D'abondance, Co.;Paris;France;Bertrand;Marie;Medium
10349;5232.96;Shipped;12;2004;Trucks and Buses;Muscle Machine Inc;NYC;USA;Young;Jeff;Medium
10358;2694.72;Shipped;12;2004;Trucks and Buses;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Small
10371;1749.79;Shipped;1;2005;Trucks and Buses;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Small
10382;2130.56;Shipped;2;2005;Trucks and Buses;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Small
10412;5951.34;Shipped;5;2005;Trucks and Buses;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Medium
10425;4692.6;In Process;5;2005;Trucks and Buses;La Rochelle Gifts;Nantes;France;Labrune;Janine;Medium
10108;3731.04;Shipped;3;2003;Classic Cars;Cruz & Sons Co.;Makati City;Philippines;Cruz;Arnold;Medium
10122;2142;Shipped;5;2003;Classic Cars;Marseille Mini Autos;Marseille;France;Lebihan;Laurence;Small
10135;2838.81;Shipped;7;2003;Classic Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Small
10147;3230.37;Shipped;9;2003;Classic Cars;Collectables For Less Inc.;Brickhaven;USA;Nelson;Allen;Medium
10160;5182;Shipped;10;2003;Classic Cars;Men 'R' US Retailers, Ltd.;Los Angeles;USA;Chandler;Michael;Medium
10170;4391.1;Shipped;11;2003;Classic Cars;Mini Auto Werke;Graz;Austria;Mendel;Roland;Medium
10181;4477.32;Shipped;11;2003;Classic Cars;Herkku Gifts;Bergen;Norway;Oeztan;Veysel;Medium
10192;3544.56;Shipped;11;2003;Classic Cars;Online Diecast Creations Co.;Nashua;USA;Young;Valarie;Medium
10203;5195.85;Shipped;12;2003;Classic Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Medium
10212;4180.44;Shipped;1;2004;Classic Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Medium
10225;2684.43;Shipped;2;2004;Classic Cars;Vida Sport, Ltd;Gensve;Switzerland;Holz;Michael;Small
10239;1958.88;Shipped;4;2004;Classic Cars;Oulu Toy Supplies, Inc.;Oulu;Finland;Koskitalo;Pirkko;Small
10253;4910.57;Cancelled;6;2004;Classic Cars;UK Collectables, Ltd.;Liverpool;UK;Devon;Elizabeth;Medium
10266;4468.4;Shipped;7;2004;Classic Cars;L'ordine Souveniers;Reggio Emilia;Italy;Moroni;Maurizio;Medium
10277;3127.88;Shipped;8;2004;Classic Cars;Dragon Souveniers, Ltd.;Singapore;Singapore;Natividad;Eric;Medium
10287;2675.13;Shipped;8;2004;Classic Cars;Vida Sport, Ltd;Gensve;Switzerland;Holz;Michael;Small
10300;2807.61;Shipped;10;2003;Classic Cars;Blauer See Auto, Co.;Frankfurt;Germany;Keitel;Roland;Small
10310;2504.75;Shipped;10;2004;Classic Cars;Toms Spezialitten, Ltd;Koln;Germany;Pfalzheim;Henriette;Small
10321;2984.88;Shipped;11;2004;Classic Cars;FunGiftIdeas.com;New Bedford;USA;Benitez;Violeta;Small
10329;2524.86;Shipped;11;2004;Classic Cars;Land of Toys Inc.;NYC;USA;Yu;Kwai;Small
10341;4136;Shipped;11;2004;Classic Cars;Salzburg Collectables;Salzburg;Austria;Pipps;Georg;Medium
10363;4068.7;Shipped;1;2005;Classic Cars;Suominen Souveniers;Espoo;Finland;Suominen;Kalle;Medium
10377;5182;Shipped;2;2005;Classic Cars;Toys of Finland, Co.;Helsinki;Finland;Karttunen;Matti;Medium
10389;5243.79;Shipped;3;2005;Classic Cars;Scandinavian Gift Ideas;Boras;Sweden;Larsson;Maria;Medium
10405;9048.16;Shipped;4;2005;Classic Cars;Mini Caravy;Strasbourg;France;Citeaux;Frederique;Large
10419;3832.64;Shipped;5;2005;Classic Cars;Salzburg Collectables;Salzburg;Austria;Pipps;Georg;Medium
10103;3920;Shipped;1;2003;Trucks and Buses;Baane Mini Imports;Stavern;Norway;Bergulfsen;Jonas;Medium
10113;4916.66;Shipped;3;2003;Trucks and Buses;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Medium
10126;3857;Shipped;5;2003;Trucks and Buses;Corrida Auto Replicas, Ltd;Madrid;Spain;Sommer;Mart¡n;Medium
10140;4181.44;Shipped;7;2003;Trucks and Buses;Technics Stores Inc.;Burlingame;USA;Hirano;Juri;Medium
10150;4641;Shipped;9;2003;Trucks and Buses;Dragon Souveniers, Ltd.;Singapore;Singapore;Natividad;Eric;Medium
10164;3570.12;Resolved;10;2003;Trucks and Buses;Mini Auto Werke;Graz;Austria;Mendel;Roland;Medium
10174;4480.32;Shipped;11;2003;Trucks and Buses;Australian Gift Network, Co;South Brisbane;Australia;Calaghan;Tony;Medium
10183;2033.64;Shipped;11;2003;Trucks and Buses;Classic Gift Ideas, Inc;Philadelphia;USA;Cervantes;Francisca;Small
10194;1960.14;Shipped;11;2003;Trucks and Buses;Saveley & Henriot, Co.;Lyon;France;Saveley;Mary;Small
10206;3966.78;Shipped;12;2003;Trucks and Buses;Canadian Gift Exchange Network;Vancouver;Canada;Tannamuri;Yoshi;Medium
10215;5152;Shipped;1;2004;Trucks and Buses;West Coast Collectables Co.;Burbank;USA;Thompson;Steve;Medium
10228;3360;Shipped;3;2004;Trucks and Buses;Cambridge Collectables Co.;Cambridge;USA;Tseng;Kyung;Medium
10245;3451;Shipped;5;2004;Trucks and Buses;Super Scale Inc.;New Haven;USA;Murphy;Leslie;Medium
10258;5453;Shipped;6;2004;Trucks and Buses;Tokyo Collectables, Ltd;Minato-ku;Japan;Shimamura;Akiko;Medium
10270;4164.12;Shipped;7;2004;Trucks and Buses;Souveniers And Things Co.;Chatswood;Australia;Huxley;Adrian;Medium
10280;2800.08;Shipped;8;2004;Trucks and Buses;Amica Models & Co.;Torino;Italy;Accorti;Paolo;Small
10291;4687.94;Shipped;9;2004;Trucks and Buses;Scandinavian Gift Ideas;Boras;Sweden;Larsson;Maria;Medium
10304;4508;Shipped;10;2004;Trucks and Buses;Auto Assoc. & Cie.;Versailles;France;Tonini;Daniel;Medium
10312;4181.44;Shipped;10;2004;Trucks and Buses;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Medium
10322;2251.04;Shipped;11;2004;Trucks and Buses;Online Diecast Creations Co.;Nashua;USA;Young;Valarie;Small
10333;1167.25;Shipped;11;2004;Trucks and Buses;Mini Wheels Co.;San Francisco;USA;Murphy;Julie;Small
10347;2083.2;Shipped;11;2004;Trucks and Buses;Australian Collectors, Co.;Melbourne;Australia;Ferguson;Peter;Small
10357;3822;Shipped;12;2004;Trucks and Buses;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Medium
10370;3911.49;Shipped;1;2005;Trucks and Buses;Anna's Decorations, Ltd;North Sydney;Australia;O'Hara;Anna;Medium
